edad,sexo,ciudad,segmento_cliente,canal_adquisicion,cliente_premium,usa_cupon,dispositivo,visitas_sitio_mes,paginas_vistas,tiempo_promedio_sitio_min,compras_previas,dias_desde_ultima_compra,score_fidelizacion,carrito_abandonado_pct,monto_promedio_compra
49.0,Hombre,Valparaíso,Plata,Email,No,No,Desktop,32,25,9.73,5,53,64.0,32.09,57790.71
22.0,Otro,Santiago,Oro,Instagram,No,Sí,Mobile,27,15,,4,52,64.0,29.74,44782.98
32.0,Mujer,Antofagasta,Bronce,Email,No,No,Tablet,5,3,2.02,6,33,85.0,33.67,10568.94
37.0,Mujer,Valparaíso,Bronce,Instagram,No,No,Mobile,19,14,5.74,10,46,99.0,35.41,35301.74
23.0,Mujer,Antofagasta,Plata,Orgánico,Sí,Sí,Desktop,26,9,8.73,4,38,80.0,21.48,83774.19
32.0,Hombre,Valparaíso,Premium,Referido,No,No,Mobile,34,17,11.51,7,19,85.0,29.94,78278.59
37.0,Hombre,Santiago,Plata,Google Ads,No,Sí,Mobile,18,16,11.02,2,64,45.0,49.02,29410.7
42.0,Mujer,Concepción,Plata,Google Ads,No,Sí,Mobile,24,21,11.67,5,34,67.0,54.89,36050.27
70.0,Mujer,Antofagasta,Bronce,Google Ads,No,No,Desktop,17,12,,8,0,100.0,25.67,42876.4
52.0,Hombre,Valparaíso,Oro,Email,Sí,No,Tablet,27,31,14.34,6,41,92.0,23.74,94245.61
22.0,Hombre,Rancagua,Plata,Orgánico,Sí,Sí,Mobile,41,25,10.32,10,0,100.0,34.45,80595.14
44.0,Mujer,Concepción,Plata,Instagram,No,Sí,Desktop,24,18,12.3,7,51,68.0,37.67,68407.51
48.0,Mujer,Santiago,Oro,Instagram,Sí,No,Desktop,30,12,10.61,11,0,100.0,27.93,68405.53
54.0,Mujer,Antofagasta,Bronce,Orgánico,No,Sí,Desktop,18,7,9.47,4,62,70.0,46.89,29015.35
42.0,Hombre,Valparaíso,Bronce,Google Ads,No,Sí,Mobile,15,8,5.6,4,63,52.0,16.97,41037.37
50.0,Hombre,Concepción,Oro,Orgánico,No,No,Desktop,28,26,3.69,5,84,61.0,40.71,41802.79
55.0,Hombre,La Serena,Bronce,Instagram,No,Sí,Mobile,11,14,6.2,4,77,56.0,35.58,28107.38
64.0,Hombre,Puerto Montt,Plata,Orgánico,No,No,Tablet,27,27,10.5,6,48,86.0,17.61,86174.77
62.0,Hombre,La Serena,Plata,Orgánico,No,No,Tablet,18,8,9.27,7,0,87.0,38.17,48974.63
,Hombre,Concepción,Bronce,Orgánico,No,No,Mobile,16,10,7.85,5,64,81.0,26.23,50488.48
65.0,Mujer,Valparaíso,Oro,Orgánico,Sí,No,Desktop,33,31,11.56,4,31,80.0,18.42,67231.8
44.0,Mujer,La Serena,Bronce,Orgánico,No,No,Mobile,18,11,5.01,2,73,45.0,41.47,19246.43
33.0,Hombre,La Serena,Plata,Orgánico,No,Sí,Mobile,20,4,7.15,4,55,52.0,40.14,63610.31
28.0,Mujer,Valparaíso,Plata,Google Ads,No,No,Mobile,20,17,7.81,2,49,58.0,16.75,40158.69
58.0,Mujer,Rancagua,Bronce,Email,Sí,Sí,Mobile,13,10,6.29,8,24,87.0,51.44,70593.36
66.0,Mujer,La Serena,Bronce,Google Ads,Sí,Sí,Mobile,32,26,15.22,9,37,90.0,19.79,73027.9
38.0,Hombre,Antofagasta,Oro,Orgánico,No,Sí,Mobile,25,6,13.46,4,78,66.0,22.25,62257.63
58.0,Mujer,Temuco,Bronce,Instagram,No,Sí,Desktop,11,13,1.67,6,80,81.0,38.69,33148.67
70.0,Mujer,Concepción,Plata,Google Ads,Sí,Sí,Desktop,31,36,10.67,11,54,97.0,18.31,84103.08
70.0,Mujer,La Serena,Plata,Google Ads,No,No,Mobile,16,12,5.04,8,46,67.0,17.17,21626.4
57.0,Hombre,Puerto Montt,Plata,Google Ads,No,No,Desktop,27,9,7.51,4,81,68.0,33.77,43283.35
26.0,Hombre,Valparaíso,Plata,Referido,No,No,Tablet,35,17,8.11,4,61,54.0,20.27,62461.28
29.0,Hombre,La Serena,Oro,Instagram,No,No,Mobile,27,11,7.5,8,14,100.0,26.84,73878.54
21.0,Hombre,Valparaíso,Plata,Orgánico,No,Sí,Mobile,32,12,11.83,5,57,74.0,42.03,68483.39
